FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION
09/12/17,11/12/17,21.99,AMAZON UK MARKETPLACE,800-279-6620,21.99,GBP,1.00
09/12/17,11/12/17,21.54,AMAZON UK MARKETPLACE,800-279-6620,21.54,GBP,1.00
02/01/18,03/01/18,7.99,AMAZON UK PRIME AMZN.C,AMZN.CO.UK/PM,7.99,GBP,1.00
11/12/17,12/12/17,65.00,LB BRENT PARKING PCNS,LB BRENT PARK,65.00,GBP,1.00
11/12/17,12/12/17,65.00,LB BRENT PARKING PCNS,LB BRENT PARK,65.00,GBP,1.00
15/12/17,18/12/17,167.50,DVLA VEHICLE TAX,0300 1234321,167.50,GBP,1.00
15/12/17,18/12/17,167.50,DVLA VEHICLE TAX,0300 1234321,167.50,GBP,1.00
15/12/17,18/12/17,167.50,DVLA VEHICLE TAX,0300 1234321,167.50,GBP,1.00
15/12/17,18/12/17,167.50,DVLA VEHICLE TAX,0300 1234321,167.50,GBP,1.00
15/12/17,18/12/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
22/12/17,26/12/17,195.00,LB BARNET PCN ATP,LONDON,195.00,GBP,1.00
22/12/17,26/12/17,167.50,DVLA VEHICLE TAX,0300 1234321,167.50,GBP,1.00
20/12/17,21/12/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
08/12/17,11/12/17,7.99,AMAZON PRIME,AMZN.CO.UK/PM,7.99,GBP,1.00
15/12/17,18/12/17,126.78,SQ  COMPARE THE MAN AN,LONDON,126.78,GBP,1.00
18/12/17,19/12/17,87.50,PAYPAL  VMOVERSLIMI,35314369001,87.50,GBP,1.00
01/12/17,04/12/17,5.00,CREATESEND/COM,SYDNEY,5.00,GBP,1.00
02/12/17,04/12/17,8.00,POUNDLAND LTD 1152,STEVENAGE,8.00,GBP,1.00
02/12/17,04/12/17,8.97,HOME BARGAINS,STEVENAGE,8.97,GBP,1.00
04/12/17,05/12/17,17.00,CREATESEND/COM,SYDNEY,17.00,GBP,1.00
13/12/17,14/12/17,20.00,LUL TICKET MACHINE,ARNOS GROVE,20.00,GBP,1.00
01/01/18,03/01/18,5.00,CREATESEND/COM,SYDNEY,5.00,GBP,1.00
03/12/17,04/12/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
15/12/17,18/12/17,27.26,SAVERS HEALTH & BEAUTY,BARNET HERTS,27.26,GBP,1.00
22/12/17,26/12/17,95.08,OUTFIT,EDGWARE,95.08,GBP,1.00
04/12/17,05/12/17,129.35,TESCO STORES 6440,LONDON EN8,129.35,GBP,1.00
11/12/17,12/12/17,96.09,TESCO STORES 6440,LONDON EN8,96.09,GBP,1.00
15/12/17,18/12/17,282.00,FINDSKIPLTD,44800019453,282.00,GBP,1.00
15/12/17,18/12/17,111.50,TESCO STORE 2296,COLNEY HATCH,111.50,GBP,1.00
18/12/17,19/12/17,92.82,TESCO STORES 6440,LONDON EN8,92.82,GBP,1.00
20/12/17,21/12/17,18.15,TESCO STORE 2296,COLNEY HATCH,18.15,GBP,1.00
22/12/17,26/12/17,30.00,LUL TICKET MACHINE,GRANAGE HILL,30.00,GBP,1.00
22/12/17,26/12/17,30.00,LUL TICKET MACHINE,GRANAGE HILL,30.00,GBP,1.00
22/12/17,26/12/17,30.00,LUL TICKET MACHINE,GRANAGE HILL,30.00,GBP,1.00
22/12/17,26/12/17,30.00,LUL TICKET MACHINE,GRANAGE HILL,30.00,GBP,1.00
22/12/17,26/12/17,30.00,LUL TICKET MACHINE,GRANAGE HILL,30.00,GBP,1.00
22/12/17,26/12/17,30.00,LUL TICKET MACHINE,GRANAGE HILL,30.00,GBP,1.00
22/12/17,26/12/17,30.00,LUL TICKET MACHINE,GRANAGE HILL,30.00,GBP,1.00
01/12/17,04/12/17,23.97,AMAZON UK MARKETPLACE,800-279-6620,23.97,GBP,1.00
03/12/17,04/12/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
15/12/17,18/12/17,4.48,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,4.48,GBP,1.00
15/12/17,18/12/17,44.85,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,44.85,GBP,1.00
17/12/17,18/12/17,2.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,2.99,GBP,1.00
18/12/17,19/12/17,3.57,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,3.57,GBP,1.00
18/12/17,19/12/17,5.04,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,5.04,GBP,1.00
18/12/17,19/12/17,14.91,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,14.91,GBP,1.00
20/12/17,21/12/17,40.00,OYSTER BUS AUTOTOP,0343 2221234,40.00,GBP,1.00
01/12/17,04/12/17,96.00,POUNDLAND LTD 1433,BRACKNELL,96.00,GBP,1.00
01/12/17,04/12/17,122.97,THE RANGE,BRACKNELL,122.97,GBP,1.00
04/12/17,05/12/17,6.99,TESCO DELIVERY SAVER2,01707298000,6.99,GBP,1.00
11/12/17,12/12/17,29.58,THE BOOK PEOPLE,GODALMING,29.58,GBP,1.00
11/12/17,12/12/17,16.80,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,16.80,GBP,1.00
12/12/17,13/12/17,9.90,AMAZON UK MARKETPLACE,800-279-6620,9.90,GBP,1.00
12/12/17,13/12/17,20.55,AMAZON UK MARKETPLACE,800-279-6620,20.55,GBP,1.00
12/12/17,13/12/17,68.94,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,68.94,GBP,1.00
12/12/17,13/12/17,46.26,AMAZON.CO.UK,AMAZON.CO.UK,46.26,GBP,1.00
12/12/17,13/12/17,19.06,AMAZON.CO.UK,AMAZON.CO.UK,19.06,GBP,1.00
12/12/17,13/12/17,25.25,AMAZON.CO.UK,AMAZON.CO.UK,25.25,GBP,1.00
12/12/17,13/12/17,12.35,AMAZON.CO.UK,AMAZON.CO.UK,12.35,GBP,1.00
12/12/17,13/12/17,9.94,AMAZON.CO.UK,AMAZON.CO.UK,9.94,GBP,1.00
12/12/17,13/12/17,35.92,AMAZON UK MARKETPLACE,800-279-6620,35.92,GBP,1.00
12/12/17,13/12/17,15.44,AMAZON UK MARKETPLACE,800-279-6620,15.44,GBP,1.00
17/12/17,19/12/17,22.98,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,22.98,GBP,1.00
17/12/17,19/12/17,71.81,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,71.81,GBP,1.00
18/12/17,19/12/17,46.53,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,46.53,GBP,1.00
18/12/17,19/12/17,24.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,24.99,GBP,1.00
18/12/17,19/12/17,8.50,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,8.50,GBP,1.00
18/12/17,20/12/17,106.51,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,106.51,GBP,1.00
18/12/17,20/12/17,16.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,16.99,GBP,1.00
01/12/17,04/12/17,3.35,COSTA COFFEE,LONDON,3.35,GBP,1.00
03/12/17,04/12/17,6.60,COSTA COFFEE-BARNET,BARNET,6.60,GBP,1.00
06/12/17,07/12/17,3.45,DELI AT NUMBER 4,LONDON,3.45,GBP,1.00
07/12/17,08/12/17,22.00,A&Y LOCKSMITHS,BOREHAMWOOD W,22.00,GBP,1.00
10/12/17,11/12/17,10.00,TSGN,ELSTREE,10.00,GBP,1.00
11/12/17,12/12/17,37.50,BLAKES DRY CLEANER LTD,LONDON N12,37.50,GBP,1.00
11/12/17,12/12/17,26.73,WAITROSE 670,MILL HILL,26.73,GBP,1.00
12/12/17,13/12/17,24.00,KING DRY CLEANERS,LONDON,24.00,GBP,1.00
13/12/17,14/12/17,3.27,MCDONALDS,BARNET,3.27,GBP,1.00
14/12/17,15/12/17,14.00,ELSTREE CAR VALETI,BOREHAMWOOD,14.00,GBP,1.00
18/12/17,19/12/17,3.35,P2M COFFEE LTD,LONDON,3.35,GBP,1.00
18/12/17,19/12/17,5.75,ARTSDEPOT,LONDON  N12,5.75,GBP,1.00
19/12/17,20/12/17,2.80,LB CAMDEN PARKING,CAMDEN,2.80,GBP,1.00
20/12/17,21/12/17,1.55,DELI AT NUMBER 4,LONDON,1.55,GBP,1.00
18/12/17,19/12/17,88.00,NCS CIMA VUE EXAM,800-511-3478,88.00,GBP,1.00
18/12/17,19/12/17,110.00,WWW.CIMAGLOBAL.COM,020 8849 2251,110.00,GBP,1.00
12/12/17,28/12/17,138.00,LON STCK EXC/NET,LONDON EC2N,138.00,GBP,1.00
28/12/17,29/12/17,.99,AMAZON DIGITAL DWNLDS,866-321-8851,.99,GBP,1.00
02/12/17,04/12/17,8.49,CO-OP GROUP FOOD,104320,8.49,GBP,1.00
04/12/17,05/12/17,16.00,SAINSBURYS LOC4952,LONDON,16.00,GBP,1.00
11/12/17,12/12/17,21.00,IKEA LIMITED,EDMONTON,21.00,GBP,1.00
11/12/17,12/12/17,95.05,IKEA LIMITED,EDMONTON,95.05,GBP,1.00
12/12/17,13/12/17,8.99,SAINSBURYS 0460,WHITECHAPEL,8.99,GBP,1.00
19/12/17,20/12/17,7.00,POUNDLAND LTD 1267,NORTH FINCHLE,7.00,GBP,1.00
19/12/17,20/12/17,23.50,SAINSBURYS 0513,NTH FINCHLEY,23.50,GBP,1.00
01/12/17,04/12/17,3.80,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,3.80,GBP,1.00
05/12/17,06/12/17,61.18,TESCO STORE 2122,BRENT PARK,61.18,GBP,1.00
07/12/17,08/12/17,.50,L B BARNET PARKING,LONDON,.50,GBP,1.00
12/12/17,13/12/17,50.09,TESCO STORE 2122,BRENT PARK,50.09,GBP,1.00
13/12/17,14/12/17,1.50,L B BARNET PARKING,LONDON,1.50,GBP,1.00
14/12/17,15/12/17,1.30,L B BARNET PARKING,LONDON,1.30,GBP,1.00
14/12/17,15/12/17,1.30,L B BARNET PARKING,LONDON,1.30,GBP,1.00
15/12/17,18/12/17,-1.30,L B BARNET PARKING,LONDON,-1.30,GBP,1.00
18/12/17,19/12/17,.65,L B BARNET PARKING,LONDON,.65,GBP,1.00
18/12/17,19/12/17,27.78,AMAZON EU,AMAZON.CO.UK,27.78,GBP,1.00
19/12/17,20/12/17,1.50,L B BARNET PARKING,LONDON,1.50,GBP,1.00
20/12/17,21/12/17,1.50,L B BARNET PARKING,LONDON,1.50,GBP,1.00
07/12/17,08/12/17,167.44,ARGOS RETAIL GROUP,INTERNET,167.44,GBP,1.00
13/12/17,14/12/17,133.36,LBBARNET PAYENET,LONDON,133.36,GBP,1.00
18/12/17,19/12/17,13.80,TL&GN RAILWAY WEB,LONDON,13.80,GBP,1.00
19/12/17,20/12/17,49.99,KWIK FILM,LONDON,49.99,GBP,1.00
12/12/17,14/12/17,89.99,WWW.ARGOS.CO.UK,INTERNET,89.99,GBP,1.00
06/12/17,07/12/17,23.47,ARGOS RETAIL GROUP,INTERNET,23.47,GBP,1.00
07/12/17,08/12/17,30.10,ASDA STORES 5866,LONDON,30.10,GBP,1.00
18/12/17,19/12/17,157.76,TESCO STORES 6440,LONDON EN8,157.76,GBP,1.00
21/12/17,22/12/17,26.41,WWW.PETSATHOME.COM,WILMSLOW,26.41,GBP,1.00
21/12/17,22/12/17,148.87,CASTLE WATER,BLAIRGOWRIE,148.87,GBP,1.00
18/12/17,19/12/17,91.32,VALUE PRODUCTS LTD,POOLE,91.32,GBP,1.00
12/12/17,13/12/17,18.10,POUNDLAND LTD 1267,NORTH FINCHLE,18.10,GBP,1.00
12/12/17,13/12/17,32.00,WILLIAM CHANNON,LONDON,32.00,GBP,1.00
07/12/17,08/12/17,23.40,GRO HM PASSPORT OFFICE,SOUTHPORT,23.40,GBP,1.00
07/12/17,08/12/17,11.00,L B CAMDEN INT,LONDON,11.00,GBP,1.00
12/12/17,14/12/17,10.00,WWW.BRENTGOV.UK,INTERNET,10.00,GBP,1.00
02/01/18,03/01/18,45.00,LBBARNET PAYENET,LONDON,45.00,GBP,1.00
02/01/18,03/01/18,15.97,HOMEBASE LTD 024,LONDON  N11,15.97,GBP,1.00
01/12/17,04/12/17,22.76,BARNET LOCK CENTRE LTD,BARNET,22.76,GBP,1.00
03/12/17,04/12/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
10/12/17,11/12/17,14.99,AMAZON UK MARKETPLACE,800-279-6620,14.99,GBP,1.00
14/12/17,15/12/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
21/12/17,22/12/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
05/12/17,06/12/17,4.99,RYMAN 1133,LONDON,4.99,GBP,1.00
07/12/17,08/12/17,-4.99,RYMAN 1133,LONDON,-4.99,GBP,1.00
18/12/17,19/12/17,2.19,CO-OP GROUP FOOD,104162,2.19,GBP,1.00
20/12/17,21/12/17,15.05,POST OFFICE COUNTER,LONDON,15.05,GBP,1.00
13/12/17,14/12/17,55.97,ARGOS RETAIL GROUP,INTERNET,55.97,GBP,1.00
27/12/17,28/12/17,172.80,EARLY YEARS DIRECT LIM,NR STROUD,172.80,GBP,1.00
02/01/18,03/01/18,89.96,FINDEL EDUCATION,HYDE,89.96,GBP,1.00
02/01/18,03/01/18,26.23,BAKER ROSS LTD,LONDON,26.23,GBP,1.00
09/12/17,11/12/17,57.98,AMAZON EU,AMAZON.CO.UK,57.98,GBP,1.00
09/12/17,11/12/17,57.99,AMAZON EU,AMAZON.CO.UK,57.99,GBP,1.00
17/12/17,18/12/17,12.87,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,12.87,GBP,1.00
17/12/17,18/12/17,19.96,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,19.96,GBP,1.00
22/12/17,26/12/17,27.79,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,27.79,GBP,1.00
23/12/17,28/12/17,17.00,CREATESEND/COM,SYDNEY,17.00,GBP,1.00
06/12/17,07/12/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
29/12/17,01/01/18,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
04/12/17,04/12/17,28.99,AMAZON UK MARKETPLACE,800-279-6620,28.99,GBP,1.00
04/12/17,04/12/17,23.97,AMAZON UK MARKETPLACE,800-279-6620,23.97,GBP,1.00
04/12/17,04/12/17,19.17,AMAZON UK MARKETPLACE,800-279-6620,19.17,GBP,1.00
05/12/17,06/12/17,5.99,AMAZON UK MARKETPLACE,800-279-6620,5.99,GBP,1.00
07/12/17,08/12/17,43.64,AMAZON UK MARKETPLACE,800-279-6620,43.64,GBP,1.00
07/12/17,08/12/17,2.99,AMAZON UK MARKETPLACE,800-279-6620,2.99,GBP,1.00
07/12/17,08/12/17,9.99,AMAZON UK MARKETPLACE,800-279-6620,9.99,GBP,1.00
07/12/17,08/12/17,90.70,AMAZON UK MARKETPLACE,800-279-6620,90.70,GBP,1.00
07/12/17,08/12/17,5.98,AMAZON UK MARKETPLACE,800-279-6620,5.98,GBP,1.00
08/12/17,08/12/17,8.97,AMAZON UK MARKETPLACE,800-279-6620,8.97,GBP,1.00
08/12/17,08/12/17,30.24,AMAZON UK MARKETPLACE,800-279-6620,30.24,GBP,1.00
09/12/17,11/12/17,34.95,AMAZON.CO.UK,AMAZON.CO.UK,34.95,GBP,1.00
12/12/17,14/12/17,16.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,16.99,GBP,1.00
02/12/17,04/12/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
08/12/17,11/12/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
13/12/17,14/12/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
23/12/17,26/12/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
31/12/17,02/01/18,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
03/12/17,04/12/17,6.55,TESCO STORE 2296,COLNEY HATCH,6.55,GBP,1.00
07/12/17,08/12/17,27.20,STAGECOACH SERVICE,STOCKPORT,27.20,GBP,1.00
07/12/17,08/12/17,2.79,SAVERS HEALTH & BEAUTY,GREATER LONDO,2.79,GBP,1.00
07/12/17,08/12/17,8.88,CO-OP GROUP FOOD,104320,8.88,GBP,1.00
07/12/17,08/12/17,2.06,MORRISONS STORES,LONDON  313,2.06,GBP,1.00
07/12/17,08/12/17,2.97,MORRISONS STORES,LONDON  313,2.97,GBP,1.00
07/12/17,08/12/17,12.05,POUNDLAND LTD 1178,WOOD GREEN,12.05,GBP,1.00
08/12/17,11/12/17,28.03,ARGOS LTD,NORTH FINCHLE,28.03,GBP,1.00
08/12/17,11/12/17,6.14,TESCO STORES 2296,COLNEY HATCH,6.14,GBP,1.00
08/12/17,11/12/17,.65,L B BARNET PARKING,LONDON,.65,GBP,1.00
12/12/17,13/12/17,.30,TESCO STORES 2296,COLNEY HATCH,.30,GBP,1.00
13/12/17,14/12/17,18.85,TESCO STORE 2296,COLNEY HATCH,18.85,GBP,1.00
19/12/17,20/12/17,23.27,TESCO STORE 2296,COLNEY HATCH,23.27,GBP,1.00
19/12/17,20/12/17,2.00,TESCO STORE 2296,COLNEY HATCH,2.00,GBP,1.00
19/12/17,20/12/17,1.00,TESCO STORE 2296,COLNEY HATCH,1.00,GBP,1.00
19/12/17,20/12/17,36.62,SAVERS HEALTH & BEAUTY,GREATER LONDO,36.62,GBP,1.00
20/12/17,21/12/17,2.00,TESCO STORES 2296,COLNEY HATCH,2.00,GBP,1.00
21/12/17,22/12/17,39.99,ROBERT DYAS HOLDNG LTD,01372361444,39.99,GBP,1.00
21/12/17,22/12/17,45.00,PANDORA BRENT CROS,HENDON,45.00,GBP,1.00
21/12/17,22/12/17,.65,L B BARNET PARKING,LONDON,.65,GBP,1.00
23/12/17,26/12/17,31.50,STAGECOACH SERVICE,STOCKPORT,31.50,GBP,1.00
28/12/17,29/12/17,59.80,AMFBOWLING.CO.UK,01442 840200,59.80,GBP,1.00
28/12/17,29/12/17,14.95,AMF BOWLING,LONDON  N12,14.95,GBP,1.00
28/12/17,29/12/17,17.19,MCDONALDS,LONDON  N12,17.19,GBP,1.00
30/12/17,01/01/18,5.80,TESCO STORE 2296,COLNEY HATCH,5.80,GBP,1.00
30/12/17,01/01/18,99.17,TESCO STORE 2296,COLNEY HATCH,99.17,GBP,1.00
06/12/17,07/12/17,19.10,AMAZON EU,AMAZON.CO.UK,19.10,GBP,1.00
07/12/17,08/12/17,19.04,AMAZON EU,AMAZON.CO.UK,19.04,GBP,1.00
15/12/17,18/12/17,3.01,AMAZON UK MARKETPLACE,800-279-6620,3.01,GBP,1.00
21/12/17,26/12/17,26.10,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,26.10,GBP,1.00
28/12/17,29/12/17,39.98,AMAZON UK MARKETPLACE,800-279-6620,39.98,GBP,1.00
29/12/17,01/01/18,12.95,AMAZON UK MARKETPLACE,800-279-6620,12.95,GBP,1.00
01/12/17,04/12/17,2.90,AMAZON UK MARKETPLACE,800-279-6620,2.90,GBP,1.00
06/12/17,07/12/17,9.38,AMAZON UK MARKETPLACE,800-279-6620,9.38,GBP,1.00
06/12/17,07/12/17,7.14,AMAZON UK MARKETPLACE,800-279-6620,7.14,GBP,1.00
06/12/17,07/12/17,30.98,AMAZON UK MARKETPLACE,800-279-6620,30.98,GBP,1.00
06/12/17,07/12/17,70.37,AMAZON UK MARKETPLACE,800-279-6620,70.37,GBP,1.00
07/12/17,08/12/17,23.51,AMAZON UK MARKETPLACE,800-279-6620,23.51,GBP,1.00
07/12/17,08/12/17,32.84,AMAZON UK MARKETPLACE,800-279-6620,32.84,GBP,1.00
08/12/17,11/12/17,8.72,AMAZON UK MARKETPLACE,800-279-6620,8.72,GBP,1.00
08/12/17,11/12/17,23.96,AMAZON UK MARKETPLACE,800-279-6620,23.96,GBP,1.00
08/12/17,11/12/17,32.77,AMAZON UK MARKETPLACE,800-279-6620,32.77,GBP,1.00
09/12/17,11/12/17,6.37,AMAZON UK MARKETPLACE,800-279-6620,6.37,GBP,1.00
09/12/17,11/12/17,10.55,AMAZON UK MARKETPLACE,800-279-6620,10.55,GBP,1.00
10/12/17,11/12/17,15.85,AMAZON UK MARKETPLACE,800-279-6620,15.85,GBP,1.00
11/12/17,12/12/17,14.97,AMAZON UK MARKETPLACE,800-279-6620,14.97,GBP,1.00
11/12/17,12/12/17,36.05,AMAZON UK MARKETPLACE,800-279-6620,36.05,GBP,1.00
12/12/17,13/12/17,7.99,AMAZON PRIME,AMZN.CO.UK/PM,7.99,GBP,1.00
12/12/17,13/12/17,125.49,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,125.49,GBP,1.00
04/12/17,05/12/17,868.80,PAYPAL  ESL FOLDERS,35314369001,868.80,GBP,1.00
14/12/17,15/12/17,300.00,ELLE MEDIA GROUP LIMIT,BASILDON,300.00,GBP,1.00
15/12/17,18/12/17,250.00,SHEPHERD HARRIS & CO L,ENFIELD,250.00,GBP,1.00
20/12/17,22/12/17,216.00,I.D MANAGEMENT SYSTEMS,CARDIFF,216.00,GBP,1.00
20/12/17,22/12/17,216.00,WWW.IDMANAGEMENT.COM,INTERNET,216.00,GBP,1.00
27/12/17,28/12/17,17.99,123 REG R/T,08712309525,17.99,GBP,1.00
22/12/17,26/12/17,74.90,IZGARA,LONDON,74.90,GBP,1.00
22/12/17,26/12/17,20.00,GIFFGAFF,WWW.GIFFGAFF,20.00,GBP,1.00
12/12/17,13/12/17,16.02,AMAZON UK MARKETPLACE,800-279-6620,16.02,GBP,1.00
13/12/17,14/12/17,110.00,AMAZON UK MARKETPLACE,800-279-6620,110.00,GBP,1.00
06/12/17,07/12/17,40.00,LBBARNET PAYENET,LONDON,40.00,GBP,1.00
17/01/18,18/01/18,96.53,CAMPAIGNMONITOR,SYDNEY,129.00,USD,1.34
21/01/18,23/01/18,36.39,CAMPAIGNMONITOR,SYDNEY,49.00,USD,1.35
30/01/18,31/01/18,524.40,FONTSMITH FONTS,4402074909380,524.40,GBP,1.00
31/01/18,01/02/18,91.20,WWW.PRCA.ORG.UK,INTERNET,91.20,GBP,1.00
31/01/18,01/02/18,160.00,FACEBK B85CFDJP32,FB.ME/ADS,160.00,GBP,1.00
01/02/18,02/02/18,177.00,ADOBE  CREATIVE CLOUD,800-028-9094,177.00,GBP,1.00
16/01/18,17/01/18,9.00,ROBIN NEWS,LONDON  N12,9.00,GBP,1.00
17/01/18,18/01/18,69.69,ARGOS LTD,NORTH FINCHLE,69.69,GBP,1.00
22/01/18,23/01/18,49.06,ARGOS LTD,NORTH FINCHLE,49.06,GBP,1.00
22/01/18,23/01/18,13.99,ARGOS LTD,NORTH FINCHLE,13.99,GBP,1.00
24/01/18,25/01/18,48.96,ARGOS LTD,NORTH FINCHLE,48.96,GBP,1.00
09/01/18,10/01/18,5.00,GIFFGAFF,WWW.GIFFGAFF,5.00,GBP,1.00
28/01/18,29/01/18,5.00,GIFFGAFF,WWW.GIFFGAFF,5.00,GBP,1.00
09/01/18,10/01/18,50.00,WWW.CHARITYCHECKOUT RT,01438534060,50.00,GBP,1.00
09/01/18,11/01/18,11.50,TFL ROAD CHARGE,0343 222 2222,11.50,GBP,1.00
19/01/18,23/01/18,11.50,TFL ROAD CHARGE,0343 222 2222,11.50,GBP,1.00
23/01/18,25/01/18,11.50,TFL ROAD CHARGE,0343 222 2222,11.50,GBP,1.00
27/01/18,29/01/18,37.00,JOHN LEWIS,WELWYN GARDEN,37.00,GBP,1.00
23/01/18,24/01/18,438.94,WWW.ARGOS.CO.UK,INTERNET,438.94,GBP,1.00
24/01/18,26/01/18,41.35,WWW.CORAM.ORG.UK,INTERNET,41.35,GBP,1.00
30/01/18,31/01/18,870.12,LBBRENT HOTLINE PAYMEN,LBBRENT HOTLI,870.12,GBP,1.00
31/01/18,01/02/18,169.99,WWW.ARGOS.CO.UK,INTERNET,169.99,GBP,1.00
23/01/18,24/01/18,33.99,WWW.ARGOS.CO.UK,INTERNET,33.99,GBP,1.00
23/01/18,25/01/18,159.98,WWW.ARGOS.CO.UK,INTERNET,159.98,GBP,1.00
03/01/18,04/01/18,31.92,ASDA SUPERSTORE,WATFORD,31.92,GBP,1.00
08/01/18,09/01/18,19.20,AMAZON UK MARKETPLACE,800-279-6620,19.20,GBP,1.00
08/01/18,09/01/18,152.92,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,152.92,GBP,1.00
09/01/18,10/01/18,99.95,AMAZON UK MARKETPLACE,800-279-6620,99.95,GBP,1.00
09/01/18,10/01/18,56.10,SAINSBURYS TO YOU 0637,HENDON,56.10,GBP,1.00
09/01/18,10/01/18,15.99,AMAZON UK MARKETPLACE,800-279-6620,15.99,GBP,1.00
13/01/18,15/01/18,140.90,IKEA LIMITED,WEMBLEY,140.90,GBP,1.00
14/01/18,15/01/18,25.52,TESCO STORE 2296,COLNEY HATCH,25.52,GBP,1.00
16/01/18,17/01/18,4.00,CO-OP GROUP FOOD,104201,4.00,GBP,1.00
19/01/18,22/01/18,36.86,HERTFORDSHRE COUNTY,HERTFORD,36.86,GBP,1.00
19/01/18,22/01/18,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
19/01/18,22/01/18,83.28,BT PAY BY PHONE,DURHAM,83.28,GBP,1.00
21/01/18,22/01/18,21.00,ALDI 18 776,KINGSBURY,21.00,GBP,1.00
22/01/18,23/01/18,8.99,AMAZON UK MARKETPLACE,800-279-6620,8.99,GBP,1.00
22/01/18,23/01/18,2.80,WAITROSE 119,BRENT CROSS,2.80,GBP,1.00
24/01/18,25/01/18,-15.99,AMZ IDEAL 365 LTD,084-54502211,-15.99,GBP,1.00
24/01/18,25/01/18,2.60,SAINSBURYS 0637,HENDON,2.60,GBP,1.00
25/01/18,26/01/18,9.40,MILK@MORE ONLINE,INTERNET,9.40,GBP,1.00
26/01/18,29/01/18,14.40,VIRTUAL COLLEGE LIMITE,ILKLEY,14.40,GBP,1.00
28/01/18,29/01/18,20.16,TESCO STORE 2131,BRENT CROSS,20.16,GBP,1.00
31/01/18,01/02/18,144.43,GLS EDUCATIONAL SU,0161 3672000,144.43,GBP,1.00
31/01/18,01/02/18,41.94,AMAZON UK MARKETPLACE,800-279-6620,41.94,GBP,1.00
31/01/18,01/02/18,1.25,SAINSBURYS SACAT 0637,HENDON,1.25,GBP,1.00
31/01/18,01/02/18,23.50,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,23.50,GBP,1.00
29/01/18,30/01/18,43.99,GLS EDUCATIONAL,0161 3672051,43.99,GBP,1.00
09/01/18,10/01/18,140.40,WWW.EQUIP4WORK.CO.UK,INTERNET,140.40,GBP,1.00
26/01/18,29/01/18,137.48,WWW.AFFINITYFORBUS,0345 357 2424,137.48,GBP,1.00
18/01/18,19/01/18,8.90,TEXCARE DRY CLEANERS L,LONDON,8.90,GBP,1.00
30/01/18,31/01/18,6.14,BROTHER & SONS LIMITED,LONDON,6.14,GBP,1.00
03/01/18,04/01/18,20.00,B & Q 1067,LONDON,20.00,GBP,1.00
08/01/18,09/01/18,73.00,BUILDER DEPOT - NEW SO,LONDON  N11,73.00,GBP,1.00
